,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,w_elo_after_game,l_elo_after_game
0,2012020003,20122013,R,2013-01-19T20:00:00Z,16,26,5,2,away win REG,1532,1468
1,2012020002,20122013,R,2013-01-19T20:00:00Z,9,11,4,1,away win REG,1532,1468
2,2012020001,20122013,R,2013-01-19T20:00:00Z,5,4,3,1,away win REG,1532,1468
3,2012020006,20122013,R,2013-01-20T00:00:00Z,1,2,2,1,away win REG,1532,1468
4,2012020005,20122013,R,2013-01-20T00:00:00Z,10,8,2,1,away win REG,1532,1468
5,2012020004,20122013,R,2013-01-20T00:00:00Z,3,6,1,3,home win REG,1532,1468
6,2012020007,20122013,R,2013-01-20T00:00:00Z,15,14,3,6,home win REG,1532,1468
7,2012020008,20122013,R,2013-01-20T00:30:00Z,12,13,1,5,home win REG,1532,1468
8,2012020009,20122013,R,2013-01-20T01:00:00Z,17,19,0,6,home win REG,1532,1468
9,2012020010,20122013,R,2013-01-20T01:00:00Z,29,18,3,2,away win SO,1532,1468
10,2012020011,20122013,R,2013-01-20T01:00:00Z,27,25,3,4,home win REG,1532,1468
11,2012020012,20122013,R,2013-01-20T02:00:00Z,21,30,2,4,home win REG,1532,1468
12,2012020013,20122013,R,2013-01-20T03:00:00Z,24,23,7,3,away win REG,1532,1468
13,2012020014,20122013,R,2013-01-20T17:30:00Z,4,7,2,5,home win REG,1502,1465
14,2012020016,20122013,R,2013-01-20T23:00:00Z,28,20,4,1,away win REG,1532,1468
15,2012020015,20122013,R,2013-01-21T00:00:00Z,5,3,6,3,away win REG,1564,1500
16,2012020017,20122013,R,2013-01-21T01:00:00Z,25,30,0,1,home win REG,1500,1436
17,2012020018,20122013,R,2013-01-21T02:00:00Z,22,23,3,2,away win SO,1529,1438
18,2012020019,20122013,R,2013-01-21T03:00:00Z,16,27,6,4,away win REG,1564,1500
19,2012020020,20122013,R,2013-01-21T18:00:00Z,11,6,1,2,home win SO,1500,1436
20,2012020021,20122013,R,2013-01-21T18:00:00Z,14,2,3,4,home win REG,1500,1436
21,2012020022,20122013,R,2013-01-21T23:00:00Z,19,18,4,3,away win SO,1500,1436
22,2012020023,20122013,R,2013-01-22T00:00:00Z,7,10,2,1,away win REG,1503,1493
23,2012020024,20122013,R,2013-01-22T00:30:00Z,13,9,0,4,home win REG,1505,1494
24,2012020025,20122013,R,2013-01-22T00:30:00Z,17,29,4,3,away win SO,1564,1500
25,2012020026,20122013,R,2013-01-22T02:00:00Z,24,20,5,4,away win REG,1558,1441
26,2012020027,20122013,R,2013-01-23T00:00:00Z,11,15,4,2,away win REG,1534,1497
27,2012020028,20122013,R,2013-01-23T00:00:00Z,14,12,4,1,away win REG,1534,1497
30,2012020030,20122013,R,2013-01-23T00:30:00Z,4,1,0,3,home win REG,1537,1497
28,2012020029,20122013,R,2013-01-23T00:30:00Z,13,8,1,4,home win REG,1534,1439
29,2012020031,20122013,R,2013-01-23T00:30:00Z,25,17,2,1,away win REG,1537,1526
31,2012020032,20122013,R,2013-01-23T01:00:00Z,18,30,3,1,away win REG,1468,1404
32,2012020033,20122013,R,2013-01-23T01:30:00Z,19,16,2,3,home win REG,1537,1526
33,2012020034,20122013,R,2013-01-23T02:00:00Z,26,21,1,3,home win REG,1505,1494
34,2012020035,20122013,R,2013-01-23T03:00:00Z,28,22,6,3,away win REG,1563,1497
35,2012020036,20122013,R,2013-01-24T00:00:00Z,10,5,5,2,away win REG,1532,1525
36,2012020037,20122013,R,2013-01-24T00:30:00Z,6,3,3,4,home win OT,1473,1462
37,2012020038,20122013,R,2013-01-24T03:00:00Z,20,23,2,3,home win SO,1473,1407
38,2012020039,20122013,R,2013-01-24T03:00:00Z,29,27,1,5,home win REG,1532,1468
42,2012020042,20122013,R,2013-01-25T00:00:00Z,8,15,4,1,away win REG,1476,1459
39,2012020041,20122013,R,2013-01-25T00:00:00Z,3,4,1,2,home win REG,1501,1498
40,2012020043,20122013,R,2013-01-25T00:00:00Z,7,12,3,6,home win REG,1534,1465
41,2012020040,20122013,R,2013-01-25T00:00:00Z,2,10,7,4,away win REG,1476,1491
43,2012020044,20122013,R,2013-01-25T00:30:00Z,9,13,3,1,away win REG,1529,1498
44,2012020045,20122013,R,2013-01-25T01:00:00Z,18,19,0,3,home win REG,1506,1499
45,2012020046,20122013,R,2013-01-25T01:30:00Z,16,25,3,2,away win OT,1559,1504
46,2012020047,20122013,R,2013-01-25T02:00:00Z,29,21,0,4,home win REG,1560,1465
47,2012020048,20122013,R,2013-01-25T02:30:00Z,26,22,1,2,home win OT,1537,1466
48,2012020049,20122013,R,2013-01-25T03:30:00Z,27,28,3,5,home win REG,1508,1523
49,2012020050,20122013,R,2013-01-26T00:00:00Z,2,6,2,4,home win REG,1508,1442
50,2012020051,20122013,R,2013-01-26T00:00:00Z,12,7,3,1,away win REG,1503,1496
51,2012020052,20122013,R,2013-01-26T00:00:00Z,15,1,2,3,home win OT,1495,1461
52,2012020054,20122013,R,2013-01-26T00:30:00Z,30,17,3,5,home win REG,1446,1483
53,2012020053,20122013,R,2013-01-26T00:30:00Z,9,14,4,6,home win REG,1562,1502
54,2012020055,20122013,R,2013-01-26T01:00:00Z,5,11,2,4,home win REG,1558,1502
55,2012020056,20122013,R,2013-01-26T03:00:00Z,23,24,5,0,away win REG,1452,1513
56,2012020057,20122013,R,2013-01-26T21:00:00Z,21,28,0,4,home win REG,1502,1485
58,2012020058,20122013,R,2013-01-27T00:00:00Z,10,3,2,5,home win REG,1524,1468
57,2012020059,20122013,R,2013-01-27T00:00:00Z,16,29,3,2,away win REG,1591,1528
59,2012020060,20122013,R,2013-01-27T00:30:00Z,4,13,7,1,away win REG,1530,1466
60,2012020062,20122013,R,2013-01-27T01:00:00Z,26,27,4,2,away win REG,1566,1479
61,2012020061,20122013,R,2013-01-27T01:00:00Z,19,25,4,3,away win REG,1531,1472
62,2012020063,20122013,R,2013-01-27T03:00:00Z,22,20,3,4,home win REG,1498,1440
63,2012020064,20122013,R,2013-01-27T03:30:00Z,18,24,2,3,home win SO,1538,1480
64,2012020065,20122013,R,2013-01-27T20:00:00Z,7,15,2,3,home win REG,1528,1463
65,2012020066,20122013,R,2013-01-27T22:00:00Z,5,9,2,1,away win SO,1590,1529
66,2012020067,20122013,R,2013-01-27T23:00:00Z,1,8,3,4,home win OT,1495,1443
67,2012020068,20122013,R,2013-01-27T23:00:00Z,4,14,1,5,home win REG,1560,1473
68,2012020069,20122013,R,2013-01-28T00:00:00Z,17,16,1,2,home win OT,1524,1549
69,2012020071,20122013,R,2013-01-28T01:00:00Z,30,19,4,5,home win OT,1486,1492
70,2012020070,20122013,R,2013-01-28T01:00:00Z,2,11,4,5,home win OT,1539,1470
71,2012020072,20122013,R,2013-01-28T01:00:00Z,23,28,1,4,home win REG,1487,1450
73,2012020074,20122013,R,2013-01-29T00:00:00Z,25,29,1,2,home win REG,1509,1491
72,2012020073,20122013,R,2013-01-29T00:00:00Z,6,12,5,3,away win REG,1479,1466
74,2012020075,20122013,R,2013-01-29T02:00:00Z,18,27,0,4,home win REG,1565,1452
75,2012020076,20122013,R,2013-01-29T02:30:00Z,21,22,1,4,home win REG,1534,1467
76,2012020077,20122013,R,2013-01-29T03:30:00Z,23,26,2,3,home win SO,1526,1527
77,2012020079,20122013,R,2013-01-30T00:00:00Z,10,7,4,3,away win OT,1556,1495
78,2012020080,20122013,R,2013-01-30T00:00:00Z,4,3,1,2,home win REG,1583,1444
79,2012020078,20122013,R,2013-01-30T00:00:00Z,1,6,1,2,home win SO,1525,1449
80,2012020081,20122013,R,2013-01-30T00:30:00Z,11,8,3,4,home win REG,1500,1413
81,2012020085,20122013,R,2013-01-30T00:30:00Z,25,17,1,4,home win REG,1542,1491
82,2012020083,20122013,R,2013-01-30T00:30:00Z,2,5,4,1,away win REG,1576,1554
83,2012020082,20122013,R,2013-01-30T00:30:00Z,15,9,2,3,home win REG,1501,1491
84,2012020084,20122013,R,2013-01-30T00:30:00Z,13,14,2,5,home win REG,1499,1440
85,2012020086,20122013,R,2013-01-30T01:00:00Z,29,30,2,3,home win REG,1522,1454
86,2012020087,20122013,R,2013-01-30T03:30:00Z,24,28,2,3,home win SO,1509,1421
87,2012020088,20122013,R,2013-01-31T00:00:00Z,8,9,1,5,home win REG,1452,1452
88,2012020089,20122013,R,2013-01-31T01:00:00Z,16,30,2,3,home win SO,1573,1431
89,2012020090,20122013,R,2013-01-31T02:30:00Z,22,27,2,1,away win OT,1497,1422
90,2012020091,20122013,R,2013-01-31T03:00:00Z,21,23,0,3,home win REG,1565,1495
91,2012020095,20122013,R,2013-02-01T00:00:00Z,5,3,3,0,away win REG,1576,1422
92,2012020094,20122013,R,2013-02-01T00:00:00Z,2,1,5,4,away win OT,1603,1498
93,2012020096,20122013,R,2013-02-01T00:00:00Z,19,29,4,1,away win REG,1527,1488
94,2012020092,20122013,R,2013-02-01T00:00:00Z,7,6,7,4,away win REG,1523,1421
95,2012020093,20122013,R,2013-02-01T00:00:00Z,15,10,2,3,home win REG,1538,1519
96,2012020097,20122013,R,2013-02-01T00:30:00Z,11,13,3,6,home win REG,1532,1467
97,2012020098,20122013,R,2013-02-01T02:00:00Z,21,20,6,3,away win REG,1586,1419
98,2012020099,20122013,R,2013-02-01T03:30:00Z,18,26,2,1,away win SO,1594,1498
99,2012020100,20122013,R,2013-02-01T03:30:00Z,22,28,2,3,home win SO,1522,1396
101,2012020101,20122013,R,2013-02-02T00:00:00Z,4,15,2,3,home win REG,1611,1510
100,2012020102,20122013,R,2013-02-02T00:00:00Z,9,12,0,1,home win REG,1486,1433
102,2012020104,20122013,R,2013-02-02T00:30:00Z,19,17,3,5,home win REG,1555,1462
103,2012020103,20122013,R,2013-02-02T00:30:00Z,11,14,3,8,home win REG,1555,1416
104,2012020105,20122013,R,2013-02-02T01:30:00Z,27,25,3,4,home win SO,1464,1500
105,2012020107,20122013,R,2013-02-02T03:00:00Z,30,24,1,3,home win REG,1470,1470
106,2012020106,20122013,R,2013-02-02T03:00:00Z,16,23,1,2,home win SO,1598,1470
107,2012020108,20122013,R,2013-02-02T18:00:00Z,1,5,1,5,home win REG,1537,1537
108,2012020109,20122013,R,2013-02-02T19:00:00Z,7,8,1,6,home win REG,1549,1427
109,2012020110,20122013,R,2013-02-02T20:00:00Z,22,21,1,3,home win REG,1560,1548
110,2012020111,20122013,R,2013-02-03T00:00:00Z,6,10,1,0,away win REG,1462,1478
111,2012020114,20122013,R,2013-02-03T00:00:00Z,17,29,2,4,home win REG,1497,1453
112,2012020112,20122013,R,2013-02-03T00:00:00Z,12,4,3,5,home win REG,1480,1564
113,2012020113,20122013,R,2013-02-03T00:00:00Z,3,14,3,2,away win REG,1453,1385
114,2012020115,20122013,R,2013-02-03T01:00:00Z,25,27,0,2,home win REG,1528,1435
116,2012020117,20122013,R,2013-02-03T03:00:00Z,26,24,4,7,home win REG,1528,1441
115,2012020116,20122013,R,2013-02-03T03:00:00Z,16,20,3,2,away win SO,1615,1403
117,2012020118,20122013,R,2013-02-03T03:30:00Z,18,28,2,1,away win SO,1609,1380
118,2012020119,20122013,R,2013-02-03T17:30:00Z,5,15,6,3,away win REG,1566,1481
119,2012020120,20122013,R,2013-02-03T19:00:00Z,9,8,1,2,home win REG,1512,1400
120,2012020122,20122013,R,2013-02-03T20:00:00Z,1,2,3,0,away win REG,1575,1565
121,2012020121,20122013,R,2013-02-03T20:00:00Z,13,7,4,3,away win REG,1506,1509
122,2012020123,20122013,R,2013-02-05T00:00:00Z,12,10,4,1,away win REG,1512,1447
123,2012020124,20122013,R,2013-02-05T02:00:00Z,25,21,3,2,away win REG,1562,1515
124,2012020125,20122013,R,2013-02-05T02:00:00Z,30,27,1,2,home win REG,1499,1407
125,2012020126,20122013,R,2013-02-05T02:30:00Z,23,22,3,2,away win OT,1510,1520
126,2012020127,20122013,R,2013-02-05T03:00:00Z,28,24,1,2,home win REG,1418,1403
130,2012020129,20122013,R,2013-02-06T00:00:00Z,5,2,4,2,away win REG,1598,1533
129,2012020130,20122013,R,2013-02-06T00:00:00Z,10,15,3,2,away win REG,1482,1445
127,2012020128,20122013,R,2013-02-06T00:00:00Z,3,1,1,3,home win REG,1496,1532
128,2012020131,20122013,R,2013-02-06T00:00:00Z,26,29,4,2,away win REG,1553,1428
131,2012020134,20122013,R,2013-02-06T00:30:00Z,20,17,4,1,away win REG,1443,1456
132,2012020132,20122013,R,2013-02-06T00:30:00Z,7,9,3,4,home win REG,1542,1480
133,2012020133,20122013,R,2013-02-06T00:30:00Z,14,4,1,2,home win REG,1432,1517
134,2012020135,20122013,R,2013-02-06T01:00:00Z,13,11,2,3,home win OT,1543,1519
135,2012020136,20122013,R,2013-02-06T01:00:00Z,18,19,6,1,away win REG,1636,1528
136,2012020137,20122013,R,2013-02-06T03:30:00Z,16,28,5,3,away win REG,1630,1402
137,2012020138,20122013,R,2013-02-07T00:30:00Z,6,8,2,1,away win REG,1488,1374
138,2012020139,20122013,R,2013-02-07T02:30:00Z,24,21,3,0,away win REG,1445,1473
139,2012020140,20122013,R,2013-02-07T03:00:00Z,25,22,3,2,away win OT,1590,1492
145,2012020146,20122013,R,2013-02-08T00:00:00Z,20,29,4,3,away win OT,1474,1397
143,2012020143,20122013,R,2013-02-08T00:00:00Z,2,3,1,4,home win REG,1562,1467
144,2012020144,20122013,R,2013-02-08T00:00:00Z,13,4,3,2,away win SO,1572,1487
141,2012020142,20122013,R,2013-02-08T00:00:00Z,14,1,2,4,home win REG,1473,1491
142,2012020145,20122013,R,2013-02-08T00:00:00Z,15,5,2,5,home win REG,1491,1553
140,2012020141,20122013,R,2013-02-08T00:00:00Z,8,7,4,5,home win SO,1420,1495
146,2012020147,20122013,R,2013-02-08T00:30:00Z,12,9,3,2,away win OT,1541,1451
147,2012020149,20122013,R,2013-02-08T01:00:00Z,17,19,5,1,away win REG,1495,1490
148,2012020148,20122013,R,2013-02-08T01:00:00Z,10,11,3,2,away win REG,1517,1483
149,2012020150,20122013,R,2013-02-08T01:00:00Z,26,18,0,3,home win REG,1592,1597
150,2012020151,20122013,R,2013-02-08T01:00:00Z,23,30,4,1,away win REG,1541,1468
151,2012020152,20122013,R,2013-02-08T02:00:00Z,16,27,6,2,away win REG,1644,1393
152,2012020153,20122013,R,2013-02-09T01:30:00Z,24,25,1,3,home win REG,1490,1546
153,2012020156,20122013,R,2013-02-09T18:00:00Z,12,4,3,4,home win OT,1568,1460
154,2012020155,20122013,R,2013-02-09T18:00:00Z,5,1,1,3,home win REG,1579,1465
155,2012020157,20122013,R,2013-02-09T19:00:00Z,11,9,1,0,away win REG,1512,1422
156,2012020158,20122013,R,2013-02-09T19:00:00Z,22,17,1,2,home win REG,1524,1462
157,2012020159,20122013,R,2013-02-09T21:00:00Z,27,28,1,0,away win SO,1426,1369
158,2012020161,20122013,R,2013-02-10T00:00:00Z,7,2,3,2,away win REG,1533,1524
159,2012020160,20122013,R,2013-02-10T00:00:00Z,10,8,6,0,away win REG,1540,1397
160,2012020162,20122013,R,2013-02-10T00:00:00Z,13,15,0,5,home win REG,1597,1466
161,2012020164,20122013,R,2013-02-10T01:00:00Z,18,30,1,2,home win OT,1617,1447
162,2012020163,20122013,R,2013-02-10T01:00:00Z,24,19,6,5,away win SO,1522,1458
163,2012020165,20122013,R,2013-02-10T03:00:00Z,20,23,1,5,home win REG,1512,1503
164,2012020166,20122013,R,2013-02-10T17:30:00Z,26,17,2,3,home win REG,1613,1442
165,2012020167,20122013,R,2013-02-10T23:00:00Z,22,29,3,1,away win REG,1545,1377
166,2012020168,20122013,R,2013-02-11T00:00:00Z,6,7,3,1,away win REG,1524,1497
167,2012020169,20122013,R,2013-02-11T00:30:00Z,14,3,1,5,home win REG,1504,1436
168,2012020170,20122013,R,2013-02-11T00:30:00Z,1,5,3,1,away win REG,1507,1537
169,2012020171,20122013,R,2013-02-11T01:00:00Z,16,18,3,0,away win REG,1674,1588
170,2012020173,20122013,R,2013-02-12T00:00:00Z,12,2,6,4,away win REG,1596,1496
171,2012020174,20122013,R,2013-02-12T00:00:00Z,28,29,2,6,home win REG,1402,1344
172,2012020172,20122013,R,2013-02-12T00:00:00Z,4,10,2,5,home win REG,1499,1501
173,2012020175,20122013,R,2013-02-12T01:00:00Z,26,19,4,1,away win REG,1632,1439
174,2012020177,20122013,R,2013-02-12T02:00:00Z,30,20,2,1,away win SO,1485,1474
175,2012020176,20122013,R,2013-02-12T02:00:00Z,27,21,3,2,away win OT,1462,1436
176,2012020178,20122013,R,2013-02-13T00:00:00Z,12,1,4,2,away win REG,1620,1483
177,2012020182,20122013,R,2013-02-13T00:30:00Z,15,13,6,5,away win OT,1510,1553
178,2012020180,20122013,R,2013-02-13T00:30:00Z,7,9,0,2,home win REG,1522,1397
179,2012020181,20122013,R,2013-02-13T00:30:00Z,8,14,4,3,away win SO,1438,1463
180,2012020179,20122013,R,2013-02-13T00:30:00Z,3,6,4,3,away win SO,1476,1484
181,2012020184,20122013,R,2013-02-13T01:00:00Z,28,18,0,1,home win OT,1450,1540
182,2012020183,20122013,R,2013-02-13T01:00:00Z,4,11,3,2,away win REG,1533,1479
183,2012020185,20122013,R,2013-02-13T01:30:00Z,24,16,3,2,away win SO,1567,1628
184,2012020186,20122013,R,2013-02-13T02:30:00Z,25,22,4,1,away win REG,1578,1513
185,2012020187,20122013,R,2013-02-13T03:00:00Z,30,23,1,2,home win REG,1519,1469
186,2012020188,20122013,R,2013-02-14T00:00:00Z,9,5,2,4,home win REG,1441,1493
187,2012020189,20122013,R,2013-02-14T00:30:00Z,19,17,4,3,away win OT,1471,1410
188,2012020190,20122013,R,2013-02-14T02:30:00Z,25,20,4,7,home win REG,1600,1451
189,2012020191,20122013,R,2013-02-15T00:00:00Z,2,3,4,3,away win SO,1526,1446
190,2012020192,20122013,R,2013-02-15T00:00:00Z,10,12,1,3,home win REG,1544,1577
191,2012020194,20122013,R,2013-02-15T00:30:00Z,8,13,1,0,away win OT,1481,1511
192,2012020193,20122013,R,2013-02-15T00:30:00Z,15,14,4,3,away win REG,1537,1435
193,2012020195,20122013,R,2013-02-15T01:00:00Z,27,18,0,3,home win REG,1501,1501
194,2012020196,20122013,R,2013-02-15T01:00:00Z,21,30,4,3,away win SO,1476,1479
195,2012020197,20122013,R,2013-02-16T00:00:00Z,6,7,2,4,home win REG,1520,1487
196,2012020199,20122013,R,2013-02-16T00:00:00Z,5,11,3,1,away win REG,1524,1448
197,2012020198,20122013,R,2013-02-16T00:00:00Z,4,1,3,5,home win REG,1560,1456
198,2012020200,20122013,R,2013-02-16T00:30:00Z,24,17,5,2,away win REG,1585,1391
199,2012020201,20122013,R,2013-02-16T01:30:00Z,28,16,1,4,home win REG,1497,1581
200,2012020202,20122013,R,2013-02-16T02:00:00Z,19,20,5,2,away win REG,1502,1421
201,2012020203,20122013,R,2013-02-16T03:00:00Z,25,23,4,3,away win REG,1621,1449
202,2012020204,20122013,R,2013-02-16T03:30:00Z,29,26,1,2,home win REG,1398,1578
203,2012020208,20122013,R,2013-02-16T20:00:00Z,14,13,6,5,away win OT,1474,1472
204,2012020205,20122013,R,2013-02-17T00:00:00Z,9,10,0,3,home win REG,1482,1502
205,2012020207,20122013,R,2013-02-17T00:00:00Z,1,2,1,5,home win REG,1494,1488
206,2012020206,20122013,R,2013-02-17T00:00:00Z,4,8,1,4,home win REG,1585,1456
207,2012020210,20122013,R,2013-02-17T01:00:00Z,29,27,3,5,home win REG,1439,1460
208,2012020209,20122013,R,2013-02-17T01:00:00Z,24,18,3,2,away win SO,1610,1477
209,2012020211,20122013,R,2013-02-17T03:00:00Z,21,22,4,6,home win REG,1511,1478
210,2012020212,20122013,R,2013-02-17T17:30:00Z,5,7,4,3,away win REG,1552,1458
211,2012020213,20122013,R,2013-02-17T20:30:00Z,26,16,2,3,home win REG,1610,1549
212,2012020216,20122013,R,2013-02-17T23:00:00Z,17,30,2,3,home win REG,1431,1439
213,2012020215,20122013,R,2013-02-17T23:00:00Z,20,25,4,3,away win REG,1470,1572
214,2012020217,20122013,R,2013-02-17T23:00:00Z,15,3,1,2,home win REG,1561,1422
215,2012020214,20122013,R,2013-02-17T23:00:00Z,6,11,3,2,away win REG,1545,1423
216,2012020218,20122013,R,2013-02-18T02:00:00Z,19,23,4,3,away win SO,1529,1422
217,2012020219,20122013,R,2013-02-18T18:00:00Z,9,1,2,1,away win SO,1515,1461
218,2012020220,20122013,R,2013-02-18T18:00:00Z,4,2,7,0,away win REG,1608,1464
219,2012020221,20122013,R,2013-02-18T20:00:00Z,18,21,5,6,home win REG,1512,1476
220,2012020222,20122013,R,2013-02-19T00:30:00Z,12,8,0,3,home win REG,1598,1435
221,2012020223,20122013,R,2013-02-19T00:30:00Z,10,13,3,0,away win REG,1532,1443
222,2012020224,20122013,R,2013-02-19T02:00:00Z,20,27,0,4,home win REG,1501,1429
223,2012020225,20122013,R,2013-02-19T03:00:00Z,29,24,2,3,home win REG,1485,1563
224,2012020226,20122013,R,2013-02-20T00:00:00Z,11,7,2,1,away win REG,1458,1423
225,2012020227,20122013,R,2013-02-20T00:00:00Z,8,3,3,1,away win REG,1465,1391
226,2012020229,20122013,R,2013-02-20T00:30:00Z,10,14,2,4,home win REG,1558,1447
227,2012020228,20122013,R,2013-02-20T00:30:00Z,2,9,1,3,home win REG,1501,1479
228,2012020231,20122013,R,2013-02-20T01:00:00Z,17,18,3,4,home win OT,1470,1473
229,2012020230,20122013,R,2013-02-20T01:00:00Z,28,19,2,1,away win REG,1532,1494
230,2012020232,20122013,R,2013-02-20T01:30:00Z,23,16,3,4,home win SO,1465,1506
231,2012020233,20122013,R,2013-02-20T03:00:00Z,26,22,3,1,away win REG,1631,1457
232,2012020234,20122013,R,2013-02-21T00:30:00Z,4,5,6,5,away win REG,1635,1525
233,2012020236,20122013,R,2013-02-21T03:00:00Z,26,20,3,1,away win REG,1651,1480
234,2012020235,20122013,R,2013-02-21T03:00:00Z,19,21,0,1,home win OT,1524,1446
235,2012020239,20122013,R,2013-02-22T00:00:00Z,1,15,3,2,away win REG,1502,1520
236,2012020238,20122013,R,2013-02-22T00:00:00Z,13,4,5,2,away win REG,1491,1587
237,2012020240,20122013,R,2013-02-22T00:00:00Z,11,12,4,3,away win REG,1502,1554
238,2012020237,20122013,R,2013-02-22T00:00:00Z,7,10,1,3,home win REG,1467,1515
239,2012020244,20122013,R,2013-02-22T00:30:00Z,29,17,3,2,away win REG,1516,1440
240,2012020242,20122013,R,2013-02-22T00:30:00Z,3,9,2,3,home win SO,1431,1439
241,2012020243,20122013,R,2013-02-22T00:30:00Z,6,14,4,2,away win REG,1569,1424
242,2012020241,20122013,R,2013-02-22T00:30:00Z,2,8,4,3,away win OT,1530,1437
243,2012020245,20122013,R,2013-02-22T01:30:00Z,23,25,4,3,away win REG,1506,1531
244,2012020246,20122013,R,2013-02-22T02:30:00Z,30,22,3,1,away win REG,1473,1424
245,2012020247,20122013,R,2013-02-23T00:00:00Z,13,5,1,3,home win REG,1526,1490
246,2012020248,20122013,R,2013-02-23T01:00:00Z,23,18,1,0,away win REG,1535,1444
247,2012020249,20122013,R,2013-02-23T01:30:00Z,28,16,1,2,home win REG,1561,1476
248,2012020250,20122013,R,2013-02-23T17:00:00Z,1,15,1,5,home win REG,1536,1486
249,2012020251,20122013,R,2013-02-23T18:00:00Z,11,4,3,5,home win REG,1542,1547
250,2012020252,20122013,R,2013-02-23T20:30:00Z,27,22,2,3,home win SO,1460,1392
251,2012020253,20122013,R,2013-02-23T21:00:00Z,21,26,1,4,home win REG,1495,1602
252,2012020258,20122013,R,2013-02-24T00:00:00Z,18,17,0,4,home win REG,1475,1408
253,2012020256,20122013,R,2013-02-24T00:00:00Z,10,9,2,3,home win REG,1540,1414
254,2012020257,20122013,R,2013-02-24T00:00:00Z,14,12,5,2,away win REG,1468,1511
255,2012020255,20122013,R,2013-02-24T00:00:00Z,3,8,0,3,home win REG,1464,1404
256,2012020254,20122013,R,2013-02-24T00:00:00Z,2,7,4,0,away win REG,1556,1441
257,2012020259,20122013,R,2013-02-24T01:00:00Z,29,19,1,2,home win REG,1549,1491
258,2012020260,20122013,R,2013-02-24T01:00:00Z,28,25,1,3,home win REG,1591,1501
259,2012020261,20122013,R,2013-02-24T03:00:00Z,30,20,1,3,home win REG,1506,1447
260,2012020262,20122013,R,2013-02-24T20:00:00Z,6,13,4,1,away win REG,1597,1498
261,2012020263,20122013,R,2013-02-24T22:00:00Z,11,1,4,2,away win REG,1574,1504
262,2012020264,20122013,R,2013-02-24T22:00:00Z,23,17,3,8,home win REG,1556,1387
263,2012020266,20122013,R,2013-02-25T00:00:00Z,29,16,0,1,home win REG,1574,1451
264,2012020265,20122013,R,2013-02-25T00:00:00Z,12,2,4,2,away win REG,1547,1520
265,2012020267,20122013,R,2013-02-25T00:30:00Z,14,5,3,5,home win REG,1502,1456
266,2012020268,20122013,R,2013-02-25T01:00:00Z,27,20,4,5,home win REG,1491,1417
267,2012020269,20122013,R,2013-02-25T01:00:00Z,21,24,3,4,home win OT,1533,1525
268,2012020270,20122013,R,2013-02-26T00:00:00Z,10,4,4,2,away win REG,1572,1515
269,2012020271,20122013,R,2013-02-26T00:30:00Z,8,9,1,2,home win SO,1437,1381
270,2012020272,20122013,R,2013-02-26T01:00:00Z,25,18,4,5,home win OT,1531,1446
271,2012020273,20122013,R,2013-02-26T01:30:00Z,22,16,2,3,home win OT,1429,1413
272,2012020274,20122013,R,2013-02-26T03:30:00Z,24,26,2,5,home win REG,1564,1563
275,2012020276,20122013,R,2013-02-27T00:00:00Z,12,15,0,3,home win REG,1573,1460
273,2012020277,20122013,R,2013-02-27T00:00:00Z,25,29,5,4,away win OT,1567,1538
274,2012020275,20122013,R,2013-02-27T00:00:00Z,11,3,4,3,away win REG,1596,1441
276,2012020280,20122013,R,2013-02-27T00:30:00Z,5,13,4,6,home win REG,1492,1462
277,2012020279,20122013,R,2013-02-27T00:30:00Z,7,14,2,1,away win REG,1478,1464
278,2012020278,20122013,R,2013-02-27T00:30:00Z,6,2,4,1,away win REG,1622,1495
279,2012020281,20122013,R,2013-02-27T01:00:00Z,20,30,1,2,home win OT,1457,1466
280,2012020282,20122013,R,2013-02-27T03:00:00Z,27,23,4,2,away win REG,1529,1518
281,2012020283,20122013,R,2013-02-27T03:30:00Z,21,28,2,3,home win SO,1570,1553
282,2012020285,20122013,R,2013-02-28T00:30:00Z,15,4,1,4,home win REG,1497,1478
283,2012020284,20122013,R,2013-02-28T00:30:00Z,8,10,5,2,away win REG,1481,1529
285,2012020287,20122013,R,2013-02-28T03:00:00Z,17,26,1,2,home win REG,1434,1516
284,2012020286,20122013,R,2013-02-28T03:00:00Z,18,24,1,5,home win REG,1488,1521
288,2012020289,20122013,R,2013-03-01T00:00:00Z,10,2,5,4,away win OT,1557,1466
289,2012020290,20122013,R,2013-03-01T00:00:00Z,14,3,1,4,home win REG,1494,1411
286,2012020291,20122013,R,2013-03-01T00:00:00Z,5,12,1,4,home win REG,1531,1534
287,2012020288,20122013,R,2013-03-01T00:00:00Z,9,6,1,2,home win OT,1432,1570
290,2012020292,20122013,R,2013-03-01T00:30:00Z,7,13,4,3,away win SO,1509,1432
291,2012020293,20122013,R,2013-03-01T01:00:00Z,1,11,1,3,home win REG,1544,1555
292,2012020294,20122013,R,2013-03-01T01:00:00Z,16,19,3,0,away win REG,1452,1452
293,2012020295,20122013,R,2013-03-01T01:30:00Z,22,25,5,1,away win REG,1474,1523
294,2012020296,20122013,R,2013-03-01T02:00:00Z,20,21,4,5,home win REG,1499,1528
295,2012020297,20122013,R,2013-03-01T02:00:00Z,30,27,4,3,away win REG,1503,1491
