,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,w_elo_after_game,l_elo_after_game
4328,2015020884,20152016,R,2016-02-21T20:30:00Z,16,30,1,6,home win REG,1553,1537
4329,2015020885,20152016,R,2016-02-22T00:00:00Z,17,3,0,1,home win OT,1535,1477
4330,2015020887,20152016,R,2016-02-22T00:00:00Z,20,24,2,5,home win REG,1490,1589
4331,2015020886,20152016,R,2016-02-22T00:00:00Z,14,12,4,2,away win REG,1427,1408
4332,2015020888,20152016,R,2016-02-22T03:00:00Z,21,23,1,5,home win REG,1529,1470
4333,2015020889,20152016,R,2016-02-23T00:00:00Z,29,6,6,4,away win REG,1471,1570
4334,2015020890,20152016,R,2016-02-23T00:00:00Z,27,15,2,3,home win REG,1393,1477
4335,2015020891,20152016,R,2016-02-23T00:30:00Z,18,8,2,1,away win SO,1487,1464
4336,2015020892,20152016,R,2016-02-23T01:00:00Z,28,19,6,3,away win REG,1569,1460
4337,2015020893,20152016,R,2016-02-24T00:00:00Z,3,1,2,5,home win REG,1511,1463
4338,2015020894,20152016,R,2016-02-24T00:00:00Z,4,12,1,3,home win REG,1608,1391
4339,2015020897,20152016,R,2016-02-24T00:30:00Z,27,14,1,2,home win REG,1428,1392
4340,2015020896,20152016,R,2016-02-24T00:30:00Z,29,17,1,2,home win SO,1509,1497
4341,2015020895,20152016,R,2016-02-24T00:30:00Z,18,10,3,2,away win REG,1528,1548
4343,2015020898,20152016,R,2016-02-24T01:00:00Z,2,30,4,1,away win REG,1523,1500
4342,2015020899,20152016,R,2016-02-24T01:00:00Z,25,11,5,3,away win REG,1601,1497
4344,2015020900,20152016,R,2016-02-24T02:00:00Z,9,22,4,1,away win REG,1422,1405
4345,2015020901,20152016,R,2016-02-24T03:30:00Z,20,26,1,2,home win REG,1537,1616
4346,2015020902,20152016,R,2016-02-25T00:00:00Z,8,15,4,3,away win REG,1497,1444
4347,2015020903,20152016,R,2016-02-25T00:30:00Z,5,6,1,5,home win REG,1510,1529
4348,2015020904,20152016,R,2016-02-25T03:00:00Z,28,21,3,4,home win SO,1597,1501
4349,2015020905,20152016,R,2016-02-25T03:30:00Z,7,24,0,1,home win REG,1536,1548
4350,2015020906,20152016,R,2016-02-26T00:00:00Z,30,4,2,3,home win REG,1542,1566
4351,2015020907,20152016,R,2016-02-26T00:00:00Z,1,29,1,6,home win REG,1499,1472
4352,2015020909,20152016,R,2016-02-26T00:30:00Z,27,13,2,3,home win REG,1454,1338
4353,2015020908,20152016,R,2016-02-26T00:30:00Z,12,10,1,3,home win REG,1437,1502
4354,2015020911,20152016,R,2016-02-26T01:00:00Z,18,16,3,1,away win REG,1563,1519
4355,2015020910,20152016,R,2016-02-26T01:00:00Z,3,19,2,1,away win REG,1538,1433
4356,2015020912,20152016,R,2016-02-26T01:30:00Z,11,25,6,3,away win REG,1538,1559
4357,2015020913,20152016,R,2016-02-26T02:00:00Z,2,20,2,1,away win OT,1556,1504
4358,2015020914,20152016,R,2016-02-26T03:00:00Z,9,23,3,5,home win REG,1458,1433
4359,2015020915,20152016,R,2016-02-26T03:30:00Z,22,26,1,2,home win REG,1454,1567
4360,2015020916,20152016,R,2016-02-27T00:00:00Z,14,1,4,0,away win REG,1434,1457
4361,2015020917,20152016,R,2016-02-27T00:00:00Z,30,15,2,3,home win REG,1565,1421
4362,2015020918,20152016,R,2016-02-27T00:00:00Z,6,12,4,1,away win REG,1553,1413
4363,2015020919,20152016,R,2016-02-27T03:00:00Z,22,24,1,2,home win OT,1494,1508
4364,2015020920,20152016,R,2016-02-27T03:30:00Z,7,28,3,1,away win REG,1573,1560
4365,2015020921,20152016,R,2016-02-27T18:00:00Z,27,4,2,4,home win REG,1496,1524
4366,2015020923,20152016,R,2016-02-27T20:00:00Z,13,29,3,4,home win SO,1382,1429
4367,2015020924,20152016,R,2016-02-27T20:00:00Z,19,18,0,5,home win REG,1477,1519
4368,2015020922,20152016,R,2016-02-27T20:00:00Z,11,5,1,4,home win REG,1567,1481
4369,2015020925,20152016,R,2016-02-27T21:00:00Z,3,25,3,2,away win REG,1572,1525
4370,2015020926,20152016,R,2016-02-28T00:00:00Z,10,8,1,4,home win REG,1534,1466
4371,2015020927,20152016,R,2016-02-28T01:00:00Z,17,21,5,3,away win REG,1530,1469
4372,2015020928,20152016,R,2016-02-28T03:00:00Z,9,20,6,4,away win REG,1495,1468
4373,2015020929,20152016,R,2016-02-28T04:00:00Z,7,26,0,2,home win REG,1605,1535
4374,2015020930,20152016,R,2016-02-28T17:30:00Z,15,16,2,3,home win REG,1461,1478
4375,2015020931,20152016,R,2016-02-28T20:00:00Z,19,12,5,2,away win REG,1503,1387
4376,2015020932,20152016,R,2016-02-28T20:00:00Z,13,30,1,3,home win REG,1429,1518
4377,2015020933,20152016,R,2016-02-28T23:30:00Z,14,6,4,1,away win REG,1476,1510
4378,2015020934,20152016,R,2016-02-29T00:00:00Z,28,23,4,1,away win REG,1580,1412
4379,2015020935,20152016,R,2016-02-29T02:00:00Z,26,24,2,4,home win REG,1565,1478
4380,2015020936,20152016,R,2016-02-29T02:30:00Z,2,22,1,3,home win REG,1582,1468
4381,2015020937,20152016,R,2016-03-01T00:00:00Z,29,3,1,2,home win REG,1473,1528
4382,2015020939,20152016,R,2016-03-01T00:00:00Z,27,5,0,6,home win REG,1527,1450
4383,2015020938,20152016,R,2016-03-01T00:00:00Z,20,4,3,5,home win REG,1505,1487
4384,2015020940,20152016,R,2016-03-01T00:30:00Z,14,10,2,1,away win REG,1513,1496
4385,2015020941,20152016,R,2016-03-01T01:30:00Z,17,25,3,2,away win OT,1561,1494
4386,2015020942,20152016,R,2016-03-01T03:30:00Z,8,28,2,6,home win REG,1508,1538
4387,2015020943,20152016,R,2016-03-02T00:00:00Z,20,6,1,2,home win REG,1537,1478
4388,2015020945,20152016,R,2016-03-02T00:00:00Z,12,1,3,1,away win REG,1425,1419
4389,2015020720,20152016,R,2016-03-02T00:30:00Z,5,15,2,3,home win REG,1483,1428
4390,2015020944,20152016,R,2016-03-02T00:30:00Z,22,7,2,1,away win OT,1512,1561
4391,2015020946,20152016,R,2016-03-02T00:30:00Z,19,9,4,3,away win SO,1534,1463
4392,2015020949,20152016,R,2016-03-02T01:00:00Z,13,11,3,2,away win REG,1473,1523
4393,2015020947,20152016,R,2016-03-02T01:00:00Z,25,18,3,5,home win REG,1528,1485
4394,2015020948,20152016,R,2016-03-02T01:00:00Z,21,30,3,6,home win REG,1505,1481
4395,2015020950,20152016,R,2016-03-02T03:00:00Z,2,23,3,2,away win REG,1600,1395
4396,2015020951,20152016,R,2016-03-03T00:00:00Z,10,15,2,3,home win REG,1522,1403
4397,2015020952,20152016,R,2016-03-03T01:00:00Z,16,17,5,2,away win REG,1517,1522
4398,2015020953,20152016,R,2016-03-03T03:00:00Z,8,24,2,3,home win SO,1537,1449
4402,2015020956,20152016,R,2016-03-04T00:00:00Z,22,4,4,0,away win REG,1542,1458
4401,2015020957,20152016,R,2016-03-04T00:00:00Z,3,5,1,4,home win REG,1556,1455
4400,2015020955,20152016,R,2016-03-04T00:00:00Z,20,7,3,6,home win REG,1572,1526
4399,2015020954,20152016,R,2016-03-04T00:00:00Z,16,6,2,4,home win REG,1546,1450
4403,2015020959,20152016,R,2016-03-04T00:30:00Z,14,9,4,1,away win REG,1541,1436
4404,2015020958,20152016,R,2016-03-04T00:30:00Z,30,10,2,1,away win REG,1517,1486
4405,2015020961,20152016,R,2016-03-04T01:00:00Z,2,11,4,3,away win OT,1625,1498
4406,2015020960,20152016,R,2016-03-04T01:00:00Z,1,18,5,4,away win OT,1457,1447
4407,2015020963,20152016,R,2016-03-04T02:00:00Z,24,27,5,1,away win REG,1488,1488
4408,2015020962,20152016,R,2016-03-04T02:00:00Z,13,21,2,3,home win REG,1508,1470
4409,2015020964,20152016,R,2016-03-04T03:00:00Z,28,23,3,2,away win REG,1558,1375
4410,2015020965,20152016,R,2016-03-04T03:30:00Z,8,26,2,3,home win REG,1572,1530
4411,2015020966,20152016,R,2016-03-05T00:00:00Z,3,15,3,2,away win REG,1574,1384
4412,2015020967,20152016,R,2016-03-05T00:00:00Z,22,29,3,6,home win REG,1568,1447
4413,2015020968,20152016,R,2016-03-05T01:30:00Z,1,25,2,4,home win REG,1495,1490
4414,2015020969,20152016,R,2016-03-05T18:00:00Z,30,7,3,2,away win SO,1550,1494
4416,2015020970,20152016,R,2016-03-05T20:00:00Z,20,5,4,2,away win REG,1593,1434
4415,2015020971,20152016,R,2016-03-05T20:00:00Z,18,21,5,2,away win REG,1481,1436
4417,2015020972,20152016,R,2016-03-05T21:00:00Z,24,26,3,2,away win REG,1524,1494
4418,2015020975,20152016,R,2016-03-06T00:00:00Z,12,14,3,4,home win OT,1468,1499
4419,2015020976,20152016,R,2016-03-06T00:00:00Z,29,4,0,6,home win REG,1480,1425
4420,2015020973,20152016,R,2016-03-06T00:00:00Z,15,6,2,1,away win OT,1422,1412
4421,2015020977,20152016,R,2016-03-06T00:00:00Z,8,11,2,4,home win REG,1597,1473
4422,2015020974,20152016,R,2016-03-06T00:00:00Z,9,10,3,2,away win REG,1473,1450
4423,2015020978,20152016,R,2016-03-06T02:00:00Z,13,27,1,5,home win REG,1538,1458
4424,2015020979,20152016,R,2016-03-06T03:00:00Z,23,28,4,2,away win REG,1423,1510
4425,2015020981,20152016,R,2016-03-06T22:00:00Z,5,1,6,1,away win REG,1471,1458
4426,2015020980,20152016,R,2016-03-06T22:00:00Z,25,9,2,1,away win REG,1520,1442
4427,2015020982,20152016,R,2016-03-06T22:00:00Z,2,3,6,4,away win REG,1652,1547
4428,2015020983,20152016,R,2016-03-06T22:00:00Z,17,16,1,4,home win REG,1556,1512
4429,2015020984,20152016,R,2016-03-07T00:00:00Z,22,11,2,1,away win REG,1591,1449
4430,2015020985,20152016,R,2016-03-07T01:00:00Z,19,30,4,2,away win REG,1567,1516
4431,2015020986,20152016,R,2016-03-08T00:00:00Z,14,4,2,4,home win REG,1524,1399
4432,2015020988,20152016,R,2016-03-08T00:30:00Z,6,13,5,4,away win OT,1455,1495
4433,2015020987,20152016,R,2016-03-08T00:30:00Z,7,10,4,3,away win SO,1522,1422
4434,2015020990,20152016,R,2016-03-08T02:00:00Z,28,20,2,1,away win OT,1550,1554
4435,2015020989,20152016,R,2016-03-08T02:00:00Z,27,21,1,3,home win REG,1488,1406
4436,2015020991,20152016,R,2016-03-08T03:00:00Z,15,24,2,1,away win SO,1463,1483
4437,2015020992,20152016,R,2016-03-08T03:30:00Z,23,26,1,5,home win REG,1461,1456
4438,2015020995,20152016,R,2016-03-09T00:00:00Z,9,12,3,4,home win SO,1476,1433
4439,2015020993,20152016,R,2016-03-09T00:00:00Z,3,7,4,2,away win REG,1577,1492
4440,2015020996,20152016,R,2016-03-09T00:00:00Z,17,29,3,5,home win REG,1581,1455
4441,2015020997,20152016,R,2016-03-09T00:30:00Z,25,8,3,4,home win OT,1559,1558
4442,2015020994,20152016,R,2016-03-09T00:30:00Z,5,2,1,2,home win REG,1518,1605
4443,2015020998,20152016,R,2016-03-09T00:30:00Z,6,14,1,0,away win OT,1493,1486
4444,2015020999,20152016,R,2016-03-09T01:00:00Z,18,11,4,2,away win REG,1510,1420
4445,2015021000,20152016,R,2016-03-09T02:00:00Z,28,22,3,0,away win REG,1586,1555
4446,2015021001,20152016,R,2016-03-10T00:00:00Z,2,10,3,4,home win SO,1621,1405
4447,2015021002,20152016,R,2016-03-10T01:00:00Z,16,19,2,3,home win SO,1549,1530
4448,2015021003,20152016,R,2016-03-10T02:30:00Z,18,20,2,3,home win OT,1546,1518
4449,2015021005,20152016,R,2016-03-10T03:00:00Z,27,23,2,3,home win OT,1517,1432
4450,2015021004,20152016,R,2016-03-10T03:00:00Z,24,21,0,3,home win REG,1508,1381
4451,2015021006,20152016,R,2016-03-10T03:30:00Z,15,26,3,4,home win OT,1494,1425
4452,2015021007,20152016,R,2016-03-11T00:00:00Z,12,6,3,2,away win OT,1471,1456
4453,2015021010,20152016,R,2016-03-11T00:30:00Z,9,13,2,6,home win REG,1510,1461
4454,2015021008,20152016,R,2016-03-11T00:30:00Z,7,8,2,3,home win REG,1530,1520
4455,2015021009,20152016,R,2016-03-11T00:30:00Z,11,17,2,3,home win REG,1466,1535
4456,2015021011,20152016,R,2016-03-11T01:00:00Z,22,30,2,1,away win REG,1584,1488
4457,2015021012,20152016,R,2016-03-11T03:30:00Z,1,28,3,0,away win REG,1501,1542
4458,2015021013,20152016,R,2016-03-12T00:00:00Z,5,29,3,2,away win REG,1545,1429
4459,2015021014,20152016,R,2016-03-12T00:30:00Z,4,14,3,1,away win REG,1439,1446
4460,2015021015,20152016,R,2016-03-12T01:00:00Z,24,19,2,5,home win REG,1542,1496
4461,2015021016,20152016,R,2016-03-12T01:30:00Z,16,25,2,5,home win REG,1582,1526
4462,2015021017,20152016,R,2016-03-12T02:00:00Z,27,20,4,1,away win REG,1549,1486
4463,2015021020,20152016,R,2016-03-12T18:00:00Z,12,7,2,3,home win OT,1508,1493
4464,2015021018,20152016,R,2016-03-12T18:00:00Z,2,6,1,3,home win REG,1639,1438
4465,2015021019,20152016,R,2016-03-12T19:00:00Z,3,17,2,3,home win OT,1605,1507
4466,2015021022,20152016,R,2016-03-13T00:00:00Z,10,9,0,4,home win REG,1447,1469
4467,2015021021,20152016,R,2016-03-13T00:00:00Z,30,8,4,1,away win REG,1523,1485
4468,2015021024,20152016,R,2016-03-13T00:00:00Z,21,11,2,3,home win REG,1421,1426
4469,2015021023,20152016,R,2016-03-13T00:00:00Z,4,13,4,5,home win SO,1473,1427
4470,2015021025,20152016,R,2016-03-13T02:00:00Z,19,25,5,4,away win OT,1531,1491
4471,2015021027,20152016,R,2016-03-13T03:00:00Z,18,23,2,4,home win REG,1568,1410
4472,2015021026,20152016,R,2016-03-13T03:00:00Z,27,22,4,0,away win REG,1585,1549
4474,2015021028,20152016,R,2016-03-13T03:30:00Z,1,26,2,1,away win OT,1526,1399
4473,2015021029,20152016,R,2016-03-13T03:30:00Z,15,28,2,5,home win REG,1531,1506
4475,2015021030,20152016,R,2016-03-13T16:30:00Z,5,3,5,3,away win REG,1582,1567
4476,2015021031,20152016,R,2016-03-13T19:00:00Z,14,29,4,0,away win REG,1476,1398
4477,2015021032,20152016,R,2016-03-13T23:30:00Z,10,17,1,0,away win REG,1484,1470
4478,2015021033,20152016,R,2016-03-14T23:00:00Z,13,2,2,3,home win REG,1477,1590
4479,2015021034,20152016,R,2016-03-15T00:00:00Z,26,16,5,0,away win REG,1447,1534
4480,2015021035,20152016,R,2016-03-15T01:00:00Z,19,20,4,7,home win REG,1559,1458
4481,2015021036,20152016,R,2016-03-15T01:00:00Z,18,22,3,2,away win REG,1598,1518
4482,2015021037,20152016,R,2016-03-15T02:00:00Z,11,23,5,2,away win REG,1457,1379
4483,2015021038,20152016,R,2016-03-15T02:00:00Z,1,24,1,7,home win REG,1560,1508
4484,2015021040,20152016,R,2016-03-15T23:00:00Z,2,5,1,2,home win SO,1621,1551
4485,2015021041,20152016,R,2016-03-15T23:00:00Z,12,15,1,2,home win OT,1542,1497
4489,2015021042,20152016,R,2016-03-15T23:30:00Z,14,10,1,4,home win REG,1509,1451
4488,2015021039,20152016,R,2016-03-15T23:30:00Z,17,4,3,4,home win REG,1502,1441
4486,2015021044,20152016,R,2016-03-15T23:30:00Z,30,9,2,3,home win OT,1550,1442
4487,2015021043,20152016,R,2016-03-15T23:30:00Z,13,8,4,1,away win REG,1509,1452
4490,2015021045,20152016,R,2016-03-16T00:30:00Z,26,25,5,2,away win REG,1483,1455
4491,2015021046,20152016,R,2016-03-16T02:00:00Z,6,28,2,3,home win REG,1476,1468
4492,2015021047,20152016,R,2016-03-16T23:00:00Z,8,7,3,2,away win OT,1488,1457
4493,2015021048,20152016,R,2016-03-17T00:00:00Z,4,16,3,2,away win REG,1481,1494
4494,2015021049,20152016,R,2016-03-17T01:30:00Z,19,22,4,6,home win REG,1587,1490
4495,2015021050,20152016,R,2016-03-17T02:00:00Z,11,20,1,4,home win REG,1489,1426
4496,2015021051,20152016,R,2016-03-17T02:00:00Z,21,23,3,1,away win REG,1449,1351
4497,2015021052,20152016,R,2016-03-17T02:30:00Z,3,24,2,1,away win REG,1594,1482
4498,2015021054,20152016,R,2016-03-17T23:00:00Z,12,5,2,4,home win REG,1575,1518
4499,2015021053,20152016,R,2016-03-17T23:00:00Z,30,1,4,7,home win REG,1583,1527
4500,2015021055,20152016,R,2016-03-17T23:00:00Z,17,29,3,1,away win REG,1525,1376
4501,2015021056,20152016,R,2016-03-17T23:30:00Z,13,10,4,1,away win REG,1536,1425
4502,2015021057,20152016,R,2016-03-18T00:00:00Z,2,18,2,4,home win REG,1651,1568
4503,2015021058,20152016,R,2016-03-18T00:30:00Z,14,25,3,4,home win REG,1536,1428
4504,2015021059,20152016,R,2016-03-18T02:00:00Z,28,27,1,3,home win REG,1510,1542
4505,2015021060,20152016,R,2016-03-18T02:30:00Z,3,26,3,4,home win OT,1616,1461
4506,2015021061,20152016,R,2016-03-18T23:00:00Z,9,7,1,3,home win REG,1475,1423
4507,2015021062,20152016,R,2016-03-18T23:00:00Z,18,15,1,4,home win REG,1594,1471
4508,2015021063,20152016,R,2016-03-19T00:00:00Z,16,11,4,0,away win REG,1525,1457
4509,2015021064,20152016,R,2016-03-19T01:00:00Z,21,20,4,3,away win SO,1479,1396
4510,2015021065,20152016,R,2016-03-19T01:00:00Z,23,22,0,2,home win REG,1395,1446
4511,2015021066,20152016,R,2016-03-19T02:00:00Z,6,24,0,4,home win REG,1509,1449
4512,2015021067,20152016,R,2016-03-19T17:00:00Z,5,4,4,1,away win REG,1547,1453
4513,2015021068,20152016,R,2016-03-19T18:00:00Z,12,30,2,3,home win SO,1608,1550
4514,2015021069,20152016,R,2016-03-19T20:00:00Z,3,28,1,4,home win REG,1639,1488
4518,2015021070,20152016,R,2016-03-19T23:00:00Z,7,10,1,4,home win REG,1456,1393
4517,2015021071,20152016,R,2016-03-19T23:00:00Z,8,9,0,5,home win REG,1519,1444
4515,2015021072,20152016,R,2016-03-19T23:00:00Z,17,13,5,3,away win REG,1558,1503
4516,2015021073,20152016,R,2016-03-19T23:00:00Z,1,29,3,6,home win REG,1546,1357
4519,2015021074,20152016,R,2016-03-20T00:00:00Z,2,25,0,3,home win REG,1665,1414
4520,2015021075,20152016,R,2016-03-20T02:00:00Z,19,23,3,0,away win REG,1603,1379
4521,2015021076,20152016,R,2016-03-20T02:00:00Z,14,27,2,0,away win REG,1569,1510
4522,2015021077,20152016,R,2016-03-20T02:30:00Z,6,26,1,2,home win REG,1536,1433
4523,2015021078,20152016,R,2016-03-20T19:00:00Z,24,11,3,2,away win OT,1482,1425
4524,2015021079,20152016,R,2016-03-20T21:00:00Z,29,1,1,2,home win REG,1405,1498
4525,2015021080,20152016,R,2016-03-20T22:00:00Z,15,5,2,6,home win REG,1510,1508
4526,2015021081,20152016,R,2016-03-20T23:00:00Z,20,8,4,1,away win REG,1439,1476
4527,2015021082,20152016,R,2016-03-21T00:30:00Z,30,16,3,2,away win SO,1580,1496
4528,2015021083,20152016,R,2016-03-21T01:30:00Z,21,22,3,2,away win REG,1508,1417
4529,2015021084,20152016,R,2016-03-21T02:00:00Z,27,28,0,3,home win REG,1540,1458
4530,2015021086,20152016,R,2016-03-21T23:00:00Z,13,3,2,4,home win REG,1547,1595
4532,2015021085,20152016,R,2016-03-21T23:30:00Z,4,2,4,1,away win REG,1502,1615
4531,2015021087,20152016,R,2016-03-21T23:30:00Z,20,10,2,5,home win REG,1467,1365
4533,2015021088,20152016,R,2016-03-22T00:00:00Z,26,18,2,5,home win REG,1479,1548
4534,2015021089,20152016,R,2016-03-22T23:00:00Z,7,12,3,2,away win REG,1501,1563
4535,2015021090,20152016,R,2016-03-22T23:00:00Z,4,29,2,3,home win SO,1525,1381
4536,2015021091,20152016,R,2016-03-22T23:30:00Z,24,8,3,4,home win REG,1514,1445
4537,2015021092,20152016,R,2016-03-22T23:30:00Z,15,9,4,2,away win REG,1536,1418
4538,2015021093,20152016,R,2016-03-22T23:30:00Z,17,14,2,6,home win REG,1591,1536
4539,2015021095,20152016,R,2016-03-23T00:00:00Z,23,11,0,2,home win REG,1416,1389
4540,2015021096,20152016,R,2016-03-23T00:30:00Z,25,16,6,2,away win REG,1454,1456
4541,2015021094,20152016,R,2016-03-23T00:30:00Z,26,30,1,2,home win REG,1520,1539
4542,2015021097,20152016,R,2016-03-23T02:00:00Z,22,27,2,4,home win REG,1460,1497
4543,2015021098,20152016,R,2016-03-23T02:30:00Z,19,28,1,0,away win REG,1622,1438
4544,2015021099,20152016,R,2016-03-23T23:00:00Z,9,2,1,3,home win REG,1467,1567
4545,2015021100,20152016,R,2016-03-24T00:00:00Z,6,3,2,5,home win REG,1574,1557
4548,2015021103,20152016,R,2016-03-24T23:00:00Z,12,29,3,2,away win REG,1579,1365
4546,2015021102,20152016,R,2016-03-24T23:00:00Z,1,5,3,0,away win REG,1531,1475
4547,2015021101,20152016,R,2016-03-24T23:00:00Z,13,6,4,1,away win REG,1581,1539
4549,2015021104,20152016,R,2016-03-24T23:30:00Z,24,10,5,6,home win OT,1533,1346
4550,2015021105,20152016,R,2016-03-24T23:30:00Z,8,17,3,4,home win REG,1489,1546
4551,2015021108,20152016,R,2016-03-25T00:00:00Z,26,11,1,4,home win REG,1541,1368
4552,2015021107,20152016,R,2016-03-25T00:00:00Z,20,30,2,6,home win REG,1505,1500
4553,2015021106,20152016,R,2016-03-25T00:00:00Z,23,18,2,3,home win SO,1459,1504
4554,2015021109,20152016,R,2016-03-25T01:00:00Z,4,21,4,2,away win REG,1556,1477
4555,2015021110,20152016,R,2016-03-25T02:00:00Z,25,27,1,3,home win REG,1490,1461
4556,2015021111,20152016,R,2016-03-25T02:30:00Z,22,28,6,3,away win REG,1490,1408
4557,2015021112,20152016,R,2016-03-25T23:00:00Z,15,1,1,0,away win OT,1568,1499
4558,2015021113,20152016,R,2016-03-25T23:30:00Z,2,14,4,7,home win REG,1596,1507
4559,2015021114,20152016,R,2016-03-26T00:00:00Z,23,19,0,4,home win REG,1505,1576
4560,2015021116,20152016,R,2016-03-26T17:00:00Z,11,7,2,3,home win REG,1412,1457
4561,2015021115,20152016,R,2016-03-26T18:00:00Z,5,17,7,2,away win REG,1513,1508
4562,2015021117,20152016,R,2016-03-26T19:00:00Z,30,21,4,0,away win REG,1530,1447
4563,2015021118,20152016,R,2016-03-26T20:00:00Z,25,28,4,2,away win REG,1514,1384
4564,2015021121,20152016,R,2016-03-26T23:00:00Z,24,9,4,3,away win OT,1559,1441
4565,2015021123,20152016,R,2016-03-26T23:00:00Z,19,15,4,0,away win REG,1608,1536
4566,2015021119,20152016,R,2016-03-26T23:00:00Z,6,10,3,1,away win REG,1555,1330
4567,2015021122,20152016,R,2016-03-26T23:00:00Z,13,14,5,2,away win REG,1607,1481
4568,2015021124,20152016,R,2016-03-26T23:00:00Z,2,12,4,3,away win OT,1627,1549
4569,2015021120,20152016,R,2016-03-26T23:00:00Z,3,8,5,2,away win REG,1583,1463
4570,2015021125,20152016,R,2016-03-27T00:00:00Z,29,18,1,5,home win REG,1409,1460
4571,2015021126,20152016,R,2016-03-27T02:00:00Z,16,20,4,1,away win REG,1493,1469
4572,2015021128,20152016,R,2016-03-27T02:00:00Z,22,26,4,6,home win REG,1526,1504
4573,2015021127,20152016,R,2016-03-27T02:00:00Z,4,27,1,2,home win REG,1579,1437
4574,2015021129,20152016,R,2016-03-27T21:00:00Z,1,12,2,3,home win REG,1536,1512
4575,2015021130,20152016,R,2016-03-27T23:30:00Z,5,3,3,2,away win OT,1552,1545
4576,2015021131,20152016,R,2016-03-28T00:00:00Z,16,23,3,2,away win REG,1526,1472
4577,2015021133,20152016,R,2016-03-28T23:00:00Z,29,15,1,4,home win REG,1452,1493
4578,2015021132,20152016,R,2016-03-28T23:00:00Z,11,4,2,3,home win OT,1458,1533
4579,2015021134,20152016,R,2016-03-28T23:30:00Z,7,17,2,3,home win REG,1494,1471
4580,2015021135,20152016,R,2016-03-28T23:30:00Z,10,14,0,3,home win REG,1375,1436
4581,2015021136,20152016,R,2016-03-29T00:00:00Z,21,18,4,3,away win REG,1481,1427
4582,2015021137,20152016,R,2016-03-29T01:00:00Z,24,22,2,1,away win REG,1588,1497
4583,2015021138,20152016,R,2016-03-29T02:00:00Z,20,27,5,2,away win REG,1498,1408
4584,2015021139,20152016,R,2016-03-29T02:00:00Z,26,28,2,5,home win REG,1525,1362
4585,2015021141,20152016,R,2016-03-29T23:00:00Z,12,2,1,2,home win SO,1554,1584
4586,2015021142,20152016,R,2016-03-29T23:00:00Z,7,5,4,5,home win SO,1531,1514
4587,2015021140,20152016,R,2016-03-29T23:00:00Z,6,1,1,2,home win REG,1585,1505
4589,2015021143,20152016,R,2016-03-29T23:30:00Z,17,8,3,4,home win REG,1502,1432
4588,2015021144,20152016,R,2016-03-29T23:30:00Z,10,13,5,2,away win REG,1426,1556
4590,2015021146,20152016,R,2016-03-30T00:00:00Z,16,30,1,4,home win REG,1558,1498
4591,2015021145,20152016,R,2016-03-30T00:30:00Z,21,19,1,3,home win REG,1524,1564
4592,2015021147,20152016,R,2016-03-30T00:30:00Z,18,25,2,5,home win REG,1467,1474
4593,2015021148,20152016,R,2016-03-30T02:00:00Z,28,23,4,1,away win REG,1404,1430
4594,2015021149,20152016,R,2016-03-30T23:30:00Z,9,11,2,1,away win REG,1474,1424
4595,2015021150,20152016,R,2016-03-31T00:00:00Z,15,4,1,2,home win SO,1529,1497
4596,2015021151,20152016,R,2016-03-31T02:00:00Z,20,24,3,8,home win REG,1538,1548
4597,2015021155,20152016,R,2016-03-31T23:00:00Z,3,12,3,4,home win REG,1578,1522
4598,2015021152,20152016,R,2016-03-31T23:00:00Z,10,7,1,4,home win REG,1467,1490
4599,2015021154,20152016,R,2016-03-31T23:00:00Z,18,5,2,5,home win REG,1503,1478
4600,2015021153,20152016,R,2016-03-31T23:00:00Z,29,2,3,4,home win REG,1496,1541
4601,2015021157,20152016,R,2016-03-31T23:30:00Z,1,13,2,3,home win REG,1542,1519
4602,2015021156,20152016,R,2016-03-31T23:30:00Z,8,14,3,0,away win REG,1465,1404
4603,2015021158,20152016,R,2016-04-01T00:00:00Z,9,30,3,2,away win REG,1508,1464
4604,2015021159,20152016,R,2016-04-01T00:30:00Z,27,25,1,4,home win REG,1446,1436
4605,2015021160,20152016,R,2016-04-01T02:30:00Z,20,26,0,3,home win REG,1569,1494
4606,2015021161,20152016,R,2016-04-01T02:30:00Z,23,28,4,2,away win REG,1460,1374
4607,2015021162,20152016,R,2016-04-01T23:30:00Z,30,17,2,3,home win REG,1499,1467
4608,2015021163,20152016,R,2016-04-02T00:00:00Z,6,19,6,5,away win REG,1615,1534
4609,2015021164,20152016,R,2016-04-02T00:00:00Z,16,11,5,4,away win OT,1579,1404
4610,2015021165,20152016,R,2016-04-02T01:00:00Z,15,21,4,2,away win REG,1560,1492
4611,2015021166,20152016,R,2016-04-02T02:00:00Z,23,24,3,2,away win REG,1500,1508
4612,2015021167,20152016,R,2016-04-02T17:00:00Z,5,2,5,0,away win REG,1516,1503
4613,2015021168,20152016,R,2016-04-02T17:00:00Z,9,4,2,3,home win REG,1539,1466
4614,2015021169,20152016,R,2016-04-02T20:00:00Z,25,26,3,2,away win REG,1474,1457
4619,2015021172,20152016,R,2016-04-02T23:00:00Z,8,13,3,4,home win REG,1502,1482
4618,2015021174,20152016,R,2016-04-02T23:00:00Z,29,12,5,1,away win REG,1530,1487
4617,2015021173,20152016,R,2016-04-02T23:00:00Z,7,3,4,3,away win REG,1530,1538
